"VT" "OTU" "E3.BT" "E5.BT" "T1BT.BE" "E9.BE" "T3BT.BE" "E10.BT" "E7.BE" "T4BT.BE" "E8.BE" "E8.BT" "E13.BE" "P4E2.SR3.R4" "E16.BT" "E13.BT" "E6.BT" "T4BT.BT" "E12.BE" "E2.BT" "T2BT.BT" "E2.BE" "B2P3.MV4" "B1P7.MV4" "E15.BT" "T5BT.BE" "T1BT.BT" "T2BT.BE" "E16.BE" "E14.BE" "E1.BT" "E15.BE" "E1.BE" "E12.BT" "E4.BT" "E11.BT" "E11.BE" "E9.BT" "E17.BE" "E14.BT" "E7.BT" "T1.MV4" "B2P2.MV8" "B1P3.MV8" "B3P4.MV4" "B3P1.MV8" "B3P7.MV4" "B3P3.MV8" "T5.MV4" "B3P6.MV8" "P4E1.SR3.R4" "B2P1.MV8" "B3P5.MV8" "B2P4.MV4" "T1.SR3.R4" "T3.MV8" "B1P2.MV8" "T4.MV8" "T5.MV8" "B3P7.MV8" "B3P2.MV8" "B2P7.MV4" "B3P5.MV4" "T1.MV8" "P1E1.SR3.R4" "B3P2.MV4" "P1E3.SR3.R4" "B1P6.MV4" "B3P6.MV4" "B1P5.MV8" "B1P3.MV4" "B3P1.MV4" "T2.MV4" "B1P7.MV8" "T4.SR3.R4" "B3P4.MV8" "T4.MV4" "B2P6.MV4" "P3E1.SR3.R4" "B2P1.MV4" "B2P4.MV8" "P5E3.SR3R4" "P3E4.SR3.R4" "B1P1.MV8" "B1P8.MV8" "B2P6.MV8" "B1P4.MV8" "B1P4.MV4" "T2.MV8" "B2P5.MV4" "B2P2.MV4" "T3.MV4" "B2P8.MV8" "B1P6.MV8" "B1P1.MV4" "B1P5.MV4" "B2P3.MV8" "B3P3.MV4" "P5E2.SR3.R4" "B2P5.MV8" "B2P7.MV8" "P3E3.SR3.R4" "P1E4.SR3.R4" "P3E2.SR3.R4" "T6.SR3.R4" "T5.SR3.R4" "P2E3.SR3.R4" "P5E1.SR3.R4" "P4E4.SR3.R4" "P2E1.SR3.R4" "T3.SR3.R4" "T2.SR3.R4" "P5E4.SR3.R4" "P1E2.SR3.R4" "P2E4.SR3.R4" "P4E3.SR3.R4" "P2E2.SR3.R4" "B1P2.MV4" "OTU.phylogeny"
"VTX00093" "OTU5.5713642205416e+32" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 3 0 3 0 1 0 3 0 0 0 0 0 0 3 0 0 10 0 4 0 0 0 2 0 0 0 10 0 0 0 8 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 6 0 0 8 13 0 3 8 2 1 33 11 27 1 6 3 9 1 28 1 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; D_8__uncultured Glomus; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00093" "OTU7.88206037822853e+32" 1 0 10 5 1 1 1 2 0 4 3 381 0 2 1 0 0 0 0 16 0 113 0 1 0 4 1 1 0 1 2 5 2 1 0 0 0 0 0 2 1318 3 37 58 7 1 109 51 3071 159 18 90 626 24 15 60 3 2 202 1846 24 314 6351 27 2320 117 1 1 233 182 0 2 4107 92 1 1 2667 0 54 692 386 143 1 0 0 45 10 1 76 9 2 0 0 4 0 135 9139 1 35 1635 1648 111 2606 5072 12471 3996 2893 2130 6427 688 8344 3756 2818 2278 5208 473 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; D_8__uncultured Glomus; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00105" "OTU1.02581343468771e+31" 0 0 0 0 2 6 0 2 21 1 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 5 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; D_8__uncultured Glomus; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00108" "OTU6.4023041473958e+32" 0 0 0 0 4 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales"
"VTX00108" "OTU4.92629463495319e+32" 0 20 8 6 290 2 149 856 190 1000 85 0 21 66 23 8 9 0 85 73 2 0 5 67 0 252 322 1 0 595 10 983 125 41 33 0 52 1 11 0 0 0 0 2 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales"
"VTX00108" "OTU8.52994368646389e+32" 0 0 0 0 5 4 6 12 12 0 0 0 3 0 0 4 0 0 3 0 0 0 0 4 0 8 8 0 0 9 0 12 0 0 3 0 0 8 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales"
"VTX00109" "OTU2.25741728193313e+32" 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10 3 0 3 36 4 9 14 226 520 7 10 1 472 6 0 3 7 11 1 1 27 10 897 1 110 2 0 0 4 0 0 13 980 2 0 3 66 3 1 1 15 14 0 0 0 15 1 0 1 0 0 0 5 8 1 15 4 1 1 98 196 94 705 61 896 1 970 18 67 166 22 166 46 260 39 8 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Archaeosporales"
"VTX00109" "OTU4.20192055254116e+32" 0 0 0 0 5 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 1 18 2 5 2 6 15 7 4 0 3 1 0 1 1 6 0 0 2 2 3 0 0 1 0 0 2 0 0 12 17 4 0 1 2 0 3 0 0 11 0 0 0 0 0 0 0 0 1 0 2 2 2 5 0 0 0 1 1 1 5 0 6 0 4 0 2 0 1 8 0 4 3 2 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Archaeosporales; Ambiguous_taxa"
"VTX00109" "OTU7.71397767952546e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 2 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 0 1 0 1 0 0 2 0 0 1 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Archaeosporales"
"VTX00109" "OTU2.53195526473046e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 2 1 4 18 4 3 4 6 9 7 9 0 2 5 1 1 6 4 1 2 5 2 4 0 0 1 0 0 5 1 0 14 35 4 0 2 3 0 2 1 5 20 0 2 0 3 0 0 0 0 0 0 0 6 3 9 1 0 4 3 3 4 14 0 8 2 16 5 2 4 0 17 0 20 9 7 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Archaeosporales; Ambiguous_taxa"
"VTX00109" "OTU6.02298214216784e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Archaeosporales"
"VTX00109" "OTU2.64920169853362e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 205 0 0 0 0 0 0 0 0 0 0 0 0 0 181 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 210 0 0 0 0 0 0 0 0 0 0 0 1 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Archaeosporales"
"VTX00109" "OTU8.44871107502705e+31" 0 0 0 1 3 0 0 0 0 2 0 1 0 0 0 0 0 0 0 1 6 34 0 0 0 0 0 0 0 0 0 0 0 1 5 0 0 0 0 12 7 1 14 108 12 17 11 712 1941 18 26 4 321 9 0 6 29 22 2 6 93 9 2513 2 102 4 1 2 7 3 0 16 2076 13 0 4 291 4 16 5 38 57 0 2 0 33 1 6 3 1 2 0 8 19 5 44 197 1 14 172 446 322 1210 164 3781 5 1463 868 541 471 12 1858 247 30 819 23 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Archaeosporales"
"VTX00109" "OTU6.90371557472638e+31" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Archaeosporales"
"VTX00113" "OTU4.4894895535133e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 3 0 0 0 0 1 1 0 0 1 0 0 2 0 0 0 0 1 0 0 1 1 1 1 3 1 1 1 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; D_8__uncultured Glomus; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00113" "OTU9.49612551504778e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 49 0 0 0 1 0 1 1 0 0 0 1 0 0 1 0 0 0 6 5 0 0 0 0 0 0 0 0 0 0 56 0 0 0 2 0 0 0 0 0 0 84 95 0 0 0 3 0 0 0 0 2 7 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales"
"VTX00113" "OTU2.67346706023499e+32" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; D_8__uncultured Glomus; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00113" "OTU8.83796084749743e+32" 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 1 5 5 0 1 0 0 1 2 0 1 0 1 0 0 1 0 1 2 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 1 0 0 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; D_8__uncultured Glomus; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00113" "OTU7.6500914901602e+32" 2028 1034 17009 1273 1235 1139 11160 20127 7710 4908 8271 163 802 389 360 1851 20229 182 1297 8655 40395 3465 139 5182 312 33368 2004 2949 424 3144 2910 1944 820 1146 14891 342 9572 3314 164 428 12099 49410 42370 3155 29159 28146 24382 25286 21 19995 31431 15973 26 18437 28733 19139 27054 10992 54044 3521 15371 10173 252 40313 9840 15476 26337 26460 49806 69038 11775 10960 4931 32246 28394 14505 15738 14921 18095 278 508 8041 20152 15652 4360 6371 32260 6820 43660 55270 18247 11957 22406 22833 10142 41854 842 24222 22224 9790 5102 4415 2042 3333 781 1021 20 7118 1392 1272 3226 283 6916 2973 23 9370 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; D_8__uncultured Glomus; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00113" "OTU1.08436314787959e+32" 4 8 8 10 23 3 99 21 27 74 3 0 10 0 6 11 17 1 21 2 13 15 0 131 1 17 6 53 0 40 14 18 1 9 49 0 13 1 3 2 38 14 52 9 23 38 15 7 1 41 67 193 0 56 60 16 1 36 43 13 68 40 0 25 15 27 124 2 26 14 2 7 12 25 25 19 38 35 47 0 0 16 44 53 2 6 78 1 32 64 134 19 30 240 18 36 2 279 82 12 5 3 5 14 0 1 0 5 8 1 2 0 4 4 0 11 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; D_8__uncultured Glomus; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00113" "OTU3.29523677608758e+32" 0 14 76 9 93 10 180 620 181 450 74 0 10 41 19 21 19 0 55 72 0 0 8 89 3 329 152 18 1 286 14 419 99 25 36 0 85 24 7 0 0 1 1 1 1 3 0 95 0 2 0 5 0 2 2 0 1 0 1 1 0 0 0 1 1 4 3 0 1 0 1 0 1 2 1 3 2 76 0 0 1 1 1 0 0 1 1 0 72 107 1 1 0 4 1 0 0 1 2 9 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales"
"VTX00113" "OTU1.02878895034543e+32" 24 47 12 23 15 4 136 160 232 55 37 0 6 1 5 10 2 2 4 30 152 112 0 103 0 84 47 58 0 63 31 0 22 0 24 3 406 0 4 72 411 613 144 174 28 166 616 246 0 73 81 149 0 411 814 541 161 330 50 322 100 381 0 58 28 702 953 5 191 820 701 304 15 187 1021 288 4 741 748 0 3 373 401 332 50 837 417 300 327 532 241 183 193 45 647 28 1 181 984 7 5 8 1 0 0 0 0 0 0 0 1 0 1 10 0 2 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa; D_11__; D_12__; D_13__; D_14__"
"VTX00113" "OTU1.42453193713592e+32" 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 3 4 1 0 2 0 5 0 3 4 0 0 1 2 1 2 1 3 1 3 0 0 0 2 1 1 0 0 3 0 0 0 3 0 4 0 0 2 0 0 1 1 0 0 2 1 0 1 2 1 0 1 2 0 1 0 0 0 2 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; D_8__uncultured Glomus; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00113" "OTU4.14466504814559e+32" 0 0 0 0 0 1 1 2 1 0 0 0 0 0 0 0 1 0 0 0 4 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 2 4 3 1 4 0 1 1 0 3 0 1 0 1 3 0 1 2 2 0 2 0 0 2 1 0 1 0 5 5 0 0 0 0 0 2 0 1 0 0 0 1 0 0 1 0 3 0 3 1 2 0 0 3 1 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales"
"VTX00113" "OTU9.40153756550384e+32" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; D_8__uncultured Glomus; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00113" "OTU2.66799695597474e+32" 4 1 7 2 0 2 11 7 2 0 2 0 0 1 0 1 10 0 1 5 17 0 0 1 0 23 0 1 1 1 1 0 1 1 5 0 9 3 0 0 6 23 17 0 7 13 17 9 0 11 13 9 0 5 11 6 8 5 13 3 6 2 0 24 4 7 9 8 26 20 4 3 1 12 8 14 10 4 7 0 0 2 15 4 0 2 18 4 19 21 10 4 8 10 6 15 0 14 6 4 2 2 1 1 0 0 0 0 0 1 1 0 1 0 0 1 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales"
"VTX00113" "OTU7.25425959398279e+32" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 1 0 1 0 3 0 0 0 1 0 2 0 1 0 0 1 0 0 0 0 0 0 2 1 1 1 1 1 2 0 0 1 1 0 1 0 0 0 0 1 1 0 0 0 0 4 3 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; D_8__uncultured Glomus; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00114" "OTU9.82619686776584e+32" 1 0 1 0 0 1 4 2 0 0 0 0 0 0 0 0 3 0 0 0 1 1 0 0 0 1 0 0 0 2 1 0 0 0 0 0 1 0 0 0 2 13 2 1 16 8 1 0 0 1 1 4 0 6 2 2 1 0 4 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; D_8__uncultured Glomus; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00114" "OTU6.48798489446065e+31" 7 4 12 6 9 5 7 38 13 7 76 2 9 1 0 0 159 3 3 10 76 12 0 23 0 7 0 4 0 11 22 6 2 0 143 0 5 6 0 1 27 82 135 8 232 78 210 26 0 104 290 24 0 33 30 34 98 99 70 39 28 10 8 67 19 46 220 237 493 251 21 7 33 56 159 49 156 6 112 4 7 38 46 189 6 37 298 41 170 232 94 41 230 178 74 511 11 115 242 49 33 37 8 41 0 3 1 99 17 6 9 0 97 33 0 70 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; D_8__uncultured Glomus; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00114" "OTU2.79822060337537e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; D_8__uncultured Glomus; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00115" "OTU5.02391083020345e+32" 0 6 1947 3 0 0 1235 1431 20 4 12 0 1 1 1 1 7 1 3 18 4 1 0 22 0 3614 48 25 0 1 33 1 71 1 95 1 449 4 0 0 5 12 7 0 5 2 4 35 0 2 6 2 0 4 6 2 6 2 12 1 2 2 0 5 0 2 3 8 9 17 4 3 10 7 6 4 10 14 3 0 2 3 5 2 3 4 5 1 48 33 3 3 4 3 3 3 0 3 2 114 28 4 0 0 0 1 0 9 0 8 0 1 7 1 0 1 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales"
"VTX00115" "OTU5.02507118072561e+32" 83 980 6341 431 96 30 6406 3957 4456 443 1735 5 82 124 152 885 2025 1 261 3647 184 17 11 731 239 11704 1041 433 14 36 1195 11 237 536 754 115 4187 1041 2 5 36 147 101 11 87 58 49 6630 3 55 210 49 2 84 141 35 70 21 170 9 42 34 2 132 30 101 219 79 202 167 34 30 1541 78 69 414 869 3340 38 1 3 198 43 28 13 19 86 31 6096 6013 51 53 52 55 40 91 3 59 82 1069 6239 2080 8 8 2 2 0 956 9 1001 17 210 1130 7 3 20 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; D_8__uncultured Glomus; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00125" "OTU1.47370782924568e+32" 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 10 0 59 0 1122 437 0 154 0 0 0 0 0 0 3 0 0 0 0 44 0 0 0 171 45 56 93 0 161 1 7 17 0 0 33 211 0 0 258 26 3 0 308 0 0 27 0 312 298 689 0 0 72 19 0 0 0 62 0 0 0 237 50 0 0 145 23 9 1 2 80 353 106 73 23 706 0 87 56 42 0 46 55 18 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00125" "OTU9.64122642124188e+32" 2 0 17 10 0 0 0 0 0 1 0 0 1 85 0 0 1 0 2 0 549 1165 0 51 0 13 0 0 0 55 1 0 0 0 0 1 1 0 24 5 100 297 114 1 356 59 39 110 544 0 42 244 0 0 309 5 1 11 272 0 173 22 389 707 14 145 1 0 1306 67 253 52 0 117 0 0 90 6 36 0 47 247 5 9 2121 40 90 3033 16 21 199 878 0 31 145 91 1 204 47 29 64 29 0 0 0 0 0 0 0 0 1 0 0 214 1 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
